RSH #,RSH Lesson,SH,RSH Keyword,RTH Read,TH Read
1639,RSH2-L14,哼,hum,hēng,hēng|hng
1640,RSH2-L14,鲸,whale,jīng,jīng
1641,RSH2-L14,壳,shell,ké,ké|qiào
1642,RSH2-L14,洁,spotless,jié,jié
1643,RSH2-L15,枚,small objects,méi,méi
1644,RSH2-L15,牧,herd,mù,mù
1645,RSH2-L15,玫,rose,méi,méi
1646,RSH2-L15,敦,candid,dūn,dūn|Dūn|duì
1647,RSH2-L15,墩,mound,dūn,dūn
1648,RSH2-L15,瞻,look upward,zhān,zhān
1649,RSH2-L15,谓,meaning,wèi,wèi
1650,RSH2-L15,询,inquire,xún,xún
1651,RSH2-L15,讥,deride,jī,jī
1652,RSH2-L15,罚,penalize,fá,fá
1653,RSH2-L15,订,place an order,dìng,dìng
1654,RSH2-L15,谅,forgive,liàng,liàng
1655,RSH2-L15,诺,promise,nuò,nuò
1656,RSH2-L15,讯,interrogate,xùn,xùn
1657,RSH2-L16,谍,espionage,dié,dié
1658,RSH2-L16,碟,saucer,dié,dié
1659,RSH2-L16,贰,II,èr,èr
1660,RSH2-L16,腻,sick and tired of,nì,nì
1661,RSH2-L16,嘎,caw,gā,gā|gá|gǎ
1662,RSH2-L16,域,domain,yù,yù
1663,RSH2-L16,栽,sow,zāi,zāi
1664,RSH2-L16,戚,kin,qī,qī
1665,RSH2-L16,蔑,despise,miè,miè
1666,RSH2-L16,喊,yell,hǎn,hǎn
1667,RSH2-L16,溅,splatter,jiàn,jiàn
1668,RSH2-L16,浇,sprinkle,jiāo,jiāo
1669,RSH2-L17,涩,astringent,sè,sè
1670,RSH2-L17,址,address,zhǐ,zhǐ
1671,RSH2-L17,赴,go to,fù,fù
1672,RSH2-L17,趟,trip,tàng,tàng|tāng
1673,RSH2-L17,堤,dike,dī,dī
1674,RSH2-L17,津,Tianjin,jīn,jīn
1675,RSH2-L17,键,keyboard keys,jiàn,jiàn
1676,RSH2-L17,婿,son-in-law,xù,xù
1677,RSH2-L18,袜,socks,wà,wà
1678,RSH2-L18,衰,decline,shuāi,shuāi|cuī
1679,RSH2-L18,衷,innermost feelings,zhōng,zhōng
1680,RSH2-L18,猿,ape,yuán,yuán
1681,RSH2-L18,吊,dangle,diào,diào
1682,RSH2-L18,币,currency,bì,bì
1683,RSH2-L18,帕,handkerchief,pà,pà
1684,RSH2-L18,帖,note,tiě,tiē|tiě|tiè
1685,RSH2-L18,帆,sail,fān,fān
1686,RSH2-L18,幅,width of cloth,fú,fú
1687,RSH2-L18,锦,brocade,jǐn,jǐn
1688,RSH2-L18,沛,copious,pèi,pèi
1689,RSH2-L18,柿,persimmon,shì,shì
1690,RSH2-L18,棘,thorn bushes,jí,jí
1691,RSH2-L18,蕾,flower bud,lěi,lěi
1692,RSH2-L18,尝,taste,cháng,cháng
1693,RSH2-L18,坛,altar,tán,tán
1694,RSH2-L18,枣,jujube,zǎo,zǎo
1695,RSH2-L18,吞,gulp down,tūn,tūn
1696,RSH2-L18,妖,bewitching,yāo,yāo
1697,RSH2-L18,沃,fertile,wò,wò
1698,RSH2-L18,袄,short Chinese-style coat,ǎo,ǎo
1699,RSH2-L18,轿,sedan chair,jiào,jiào
1700,RSH2-L18,垃,garbage,lā,lā|lè
1701,RSH2-L18,啼,weep aloud,tí,tí
1702,RSH2-L18,蒂,fruit stem,dì,dì
1703,RSH2-L18,顷,100 Chinese acres,qǐng,qǐng
1704,RSH2-L18,匙,spoon,chí,shi|chí
1705,RSH2-L18,乖,well-behaved,guāi,guāi
1706,RSH2-L18,乘,hitch a ride,chéng,chéng|shèng
1707,RSH2-L18,剩,leftover,shèng,shèng
1708,RSH2-L18,毕,complete,bì,bì
1709,RSH2-L18,棍,club,gùn,gùn
1710,RSH2-L18,谐,in accord,xié,xié
1711,RSH2-L18,柴,firewood,chái,chái
1712,RSH2-L18,沦,sink,lún,lún
1713,RSH2-L18,敏,quick-witted,mǐn,mǐn
1714,RSH2-L18,霉,mildew,méi,méi
1715,RSH2-L18,迄,so far,qì,qì
1716,RSH2-L18,砍,chop,kǎn,kǎn
1717,RSH2-L18,坎,hump,kǎn,kǎn
1718,RSH2-L18,炊,cook,chuī,chuī
1719,RSH2-L18,钦,think highly of,qīn,qīn
1720,RSH2-L19,剖,cut open,pōu,pōu
1721,RSH2-L19,菩,bodhisattva,pú,pú
1722,RSH2-L19,黯,tenebrous,àn,àn
1723,RSH2-L19,赢,win,yíng,yíng
1724,RSH2-L19,芒,mango,máng,máng
1725,RSH2-L19,荒,wasteland,huāng,huāng
1726,RSH2-L19,谎,lie,huǎng,huǎng
1727,RSH2-L19,茫,boundless,máng,máng
1728,RSH2-L19,坊,workshop,fáng,fāng|fáng
1729,RSH2-L19,芳,aromatic,fāng,fāng
1730,RSH2-L19,访,call on,fǎng,fǎng
1731,RSH2-L19,淤,silt,yū,yū
1732,RSH2-L19,熬,stew,áo,áo|āo
1733,RSH2-L19,膀,upper arm,bǎng,bǎng|páng|pāng
1734,RSH2-L19,磅,pound,bàng,bàng|páng|bāng
1735,RSH2-L19,榜,roster,bǎng,bǎng|bàng
1736,RSH2-L19,锐,sharp,ruì,ruì
1737,RSH2-L20,虹,rainbow,hóng,hóng|jiàng
1738,RSH2-L20,蝠,bat,fú,fú
1739,RSH2-L20,浊,turbid,zhuó,zhuó
1740,RSH2-L20,蝗,locust,huáng,huáng
1741,RSH2-L20,蛙,frog,wā,wā
1742,RSH2-L20,烛,candle,zhú,zhú
1743,RSH2-L20,茧,cocoon,jiǎn,jiǎn
1744,RSH2-L20,蚕,silkworm,cán,cán
1745,RSH2-L20,胞,placenta,bāo,bāo
1746,RSH2-L20,炮,cannon,pào,pào|báo|pū
1747,RSH2-L20,袍,robe,páo,páo
1748,RSH2-L20,雹,hail,báo,báo
1749,RSH2-L20,豪,unrestrained,háo,háo
1750,RSH2-L20,啄,peck,zhuó,zhuó
1751,RSH2-L20,琢,chisel,zhuó,zhuó|zuó
1752,RSH2-L20,遂,satisfy,suì,suí|suì
1753,RSH2-L20,嫁,marry,jià,jià
1754,RSH2-L20,肠,intestines,cháng,cháng
1755,RSH2-L20,杨,poplar,yáng,yáng
1756,RSH2-L20,烫,scald,tàng,tàng
1757,RSH2-L20,荡,licentious,dàng,dàng
1758,RSH2-L20,姜,ginger,jiāng,jiāng
1759,RSH2-L20,详,detailed,xiáng,xiáng
1760,RSH2-L20,羡,envy,xiàn,xiàn
1761,RSH2-L20,栏,railing,lán,lán
1762,RSH2-L20,拦,impede,lán,lán
1763,RSH2-L20,唯,solely,wéi,wéi|wěi
1764,RSH2-L20,雀,sparrow,què,qiāo|què|qiǎo
1765,RSH2-L20,堆,pile,duī,duī|zuī
1766,RSH2-L20,雕,sculpture,diāo,diāo
1767,RSH2-L20,截,lop off,jié,jié
1768,RSH2-L20,霍,all at once,huò,huò
1769,RSH2-L20,雌,feminine,cí,cí
1770,RSH2-L20,焦,apprehensive,jiāo,jiāo
1771,RSH2-L20,瞧,lay eyes on,qiáo,qiáo
1772,RSH2-L20,礁,reef,jiāo,jiāo
1773,RSH2-L20,蕉,banana,jiāo,jiāo
1774,RSH2-L20,翘,turn upward,qiào,qiào|qiáo
1775,RSH2-L20,塌,fall down,tā,tā
1776,RSH2-L20,翰,writing brush,hàn,hàn
1777,RSH2-L20,耀,show off,yào,yào
1778,RSH2-L20,戳,jab,chuō,chuō
1779,RSH2-L21,咽,throat,yān,yàn|yān|yè
1780,RSH2-L21,姻,in-law,yīn,yīn
1781,RSH2-L21,墙,wall,qiáng,qiáng
1782,RSH2-L21,旷,expansive,kuàng,kuàng
1783,RSH2-L21,矿,mine,kuàng,kuàng
1784,RSH2-L21,庆,celebrate,qìng,qìng
1785,RSH2-L21,嘛,(pause marker),ma,ma|má
1786,RSH2-L21,磨,grind,mó,mó|mò
1787,RSH2-L21,脏,dirty,zàng,zàng
1788,RSH2-L21,赃,stolen goods,zāng,zāng
1789,RSH2-L21,桩,stake,zhuāng,zhuāng
1790,RSH2-L21,忠,loyal,zhōng,zhōng
1791,RSH2-L21,恕,pardon,shù,shù
1792,RSH2-L21,惑,be bewildered,huò,huò
1793,RSH2-L21,愈,more and more,yù,yù
1794,RSH2-L21,惠,favor,huì,huì
1795,RSH2-L21,忌,shun,jì,jì
1796,RSH2-L21,患,troubles,huàn,huàn
1797,RSH2-L21,惹,provoke,rě,rě
1798,RSH2-L21,恒,permanent,héng,héng
1799,RSH2-L21,悟,realize,wù,wù
1800,RSH2-L21,悼,mourn,dào,dào
1801,RSH2-L21,惧,be frightened,jù,jù
1802,RSH2-L21,慎,prudent,shèn,shèn
1803,RSH2-L21,惰,indolent,duò,duò
1804,RSH2-L21,恢,immense,huī,huī
1805,RSH2-L21,惶,fearful,huáng,huáng
1806,RSH2-L21,忆,recall,yì,yì
1807,RSH2-L21,悄,noiseless,qiǎo,qiāo|qiǎo
1808,RSH2-L21,恍,all of a sudden,huǎng,huǎng
1809,RSH2-L21,恰,just right,qià,qià
1810,RSH2-L21,愉,overjoyed,yú,yú
1811,RSH2-L21,怔,terror-stricken,zhèng,zhèng|zhēng
1812,RSH2-L21,怖,be scared of,bù,bù
1813,RSH2-L21,慌,nervous,huāng,huāng
1814,RSH2-L21,愣,dumbfounded,shǎ,shǎ
1815,RSH2-L21,悦,delighted,yuè,yuè
1816,RSH2-L21,憎,loathe,zēng,zēng
1817,RSH2-L21,惟,thinking,wéi,wéi
1818,RSH2-L21,悔,be sorry about,huǐ,huǐ
1819,RSH2-L21,慕,admire,mù,mù
1820,RSH2-L21,添,augment,tiān,tiān
1821,RSH2-L21,媳,daughter-in-law,xí,xí
1822,RSH2-L21,熄,put out,xī,xī
1823,RSH2-L21,泌,secrete,mì,mì
1824,RSH2-L21,瑟,Chinese harp,sè,sè
1825,RSH2-L21,蜜,honey,mì,mì
1826,RSH2-L22,蛾,moth,é,é
1827,RSH2-L22,扒,pick pockets,pá,bā|pá
1828,RSH2-L22,扣,button,kòu,kòu
1829,RSH2-L22,拍,racquet,pāi,pāi
1830,RSH2-L22,啪,clapping sound,pā,pā
1831,RSH2-L22,扑,pounce on,pū,pū
1832,RSH2-L22,拘,detain,jū,jū
1833,RSH2-L22,损,damage,sǔn,sǔn
1834,RSH2-L22,拓,pioneer,tuò,tuò|tà
1835,RSH2-L22,扛,carry over the shoulder,káng,káng|gāng
1836,RSH2-L22,扎,prick,zhā,zhā|zā|zhá
1837,RSH2-L22,拇,thumb,mǔ,mǔ
1838,RSH2-L22,捎,bring to,shāo,shāo|shào
1839,RSH2-L22,抄,copy,chāo,chāo
1840,RSH2-L22,垫,pad,diàn,diàn
1841,RSH2-L22,挚,earnest,zhì,zhì
1842,RSH2-L22,捏,pinch,niē,niē
1843,RSH2-L22,拧,tweak,niē,niē
1844,RSH2-L22,抹,smear on,mǒ,mǒ|mā|mò
1845,RSH2-L22,摸,grope,mō,mō
1846,RSH2-L22,描,describe,miáo,miáo
1847,RSH2-L22,挑,foment,tiǎo,tiāo|tiǎo|tāo
1848,RSH2-L22,扰,harass,rǎo,rǎo
1849,RSH2-L22,搞,engage in,gǎo,gǎo
1850,RSH2-L22,拴,tether,shuān,shuān
1851,RSH2-L22,拾,tidy up,shí,shí|shè
1852,RSH2-L22,搭,put up,dā,dā|dá
1853,RSH2-L22,掠,pillage,lüè,lüè|lüě
1854,RSH2-L22,拭,wipe away,shì,shì
1855,RSH2-L22,挠,chafe,náo,náo
1856,RSH2-L22,扯,yank,chě,chě
1857,RSH2-L22,撞,bump into,zhuàng,zhuàng
1858,RSH2-L22,摘,handpick,zhāi,zhāi
1859,RSH2-L22,拖,drag,tuō,tuō
1860,RSH2-L22,扬,publicize,yáng,yáng
1861,RSH2-L22,搓,massage,cuō,cuō
1862,RSH2-L22,捆,lash together,kǔn,kǔn
1863,RSH2-L22,扩,enlarge,kuò,kuò
1864,RSH2-L22,撼,joggle,hàn,hàn
1865,RSH2-L22,挟,coerce,xié,xié
1866,RSH2-L22,擅,act without authority,shàn,shàn
1867,RSH2-L22,颤,tremble,chàn,chàn|zhàn
1868,RSH2-L22,戒,take precautions against,jiè,jiè
1869,RSH2-L22,械,weapon,xiè,xiè
1870,RSH2-L22,诫,warn,jiè,jiè
1871,RSH2-L22,莽,rude,mǎng,mǎng
1872,RSH2-L22,奔,dash,bēn,bēn|bèn
1873,RSH2-L22,喷,spurt,pēn,pēn|pèn
1874,RSH2-L22,愤,indignation,fèn,fèn
1875,RSH2-L22,材,stuff,cái,cái
1876,RSH2-L22,荐,recommend,jiàn,jiàn
1877,RSH2-L22,孕,pregnant,yùn,yùn
1878,RSH2-L22,扔,throw away,rēng,rēng
1879,RSH2-L22,携,take along,xié,xié
1880,RSH2-L22,圾,trash,jī,jī|sè
1881,RSH2-L22,梗,stalk,gěng,gěng
1882,RSH2-L22,叹,sigh,tàn,tàn
1883,RSH2-L22,叉,fork,chā,chā|chǎ|chà|chá
1884,RSH2-L22,权,authority,quán,quán
1885,RSH2-L22,寇,outlaw,kòu,kòu
1886,RSH2-L22,敲,knock,qiāo,qiāo
1887,RSH2-L22,轰,rumble,hōng,hōng
1888,RSH2-L22,滩,beach,tān,tān
1889,RSH2-L22,毅,resolute,yì,yì
1890,RSH2-L22,肢,limb,zhī,zhī
1891,RSH2-L22,妓,prostitute,jì,jì
1892,RSH2-L22,歧,fork in the road,qí,qí
1893,RSH2-L22,翅,fins,chì,chì
1894,RSH2-L22,淑,graceful,shū,shū
1895,RSH2-L22,椒,spice plant,jiāo,jiāo
1896,RSH2-L22,盾,shield,dùn,dùn
1897,RSH2-L22,贩,peddler,fàn,fàn
1898,RSH2-L22,扳,tug,bān,pān|bān
1899,RSH2-L22,烁,luminous,shuò,shuò
1900,RSH2-L22,觅,try to find,mì,mì
1901,RSH2-L22,妥,appropriate,tuǒ,tuǒ
1902,RSH2-L22,豹,leopard,bào,bào
1903,RSH2-L22,貌,mien,mào,mào
1904,RSH2-L22,睬,notice,cǎi,cǎi
1905,RSH2-L22,允,consent,yǔn,yǔn
1906,RSH2-L22,宏,magnificent,hóng,hóng
1907,RSH2-L22,垒,baseball base,lěi,lěi
1908,RSH2-L22,胎,fetus,tāi,tāi
1909,RSH2-L22,怠,negligent,dài,dài
1910,RSH2-L22,怡,cheerful,yí,yí
1911,RSH2-L22,冶,smelt,yě,yě
1912,RSH2-L22,抬,elevate,tái,tái
1913,RSH2-L22,罢,cease,bà,bà|pí
1914,RSH2-L22,摆,put in order,bǎi,bǎi
1915,RSH2-L22,丢,mislay,diū,diū
1916,RSH2-L22,致,bring about,zhì,zhì
1917,RSH2-L22,弃,forsake,qì,qì
1918,RSH2-L22,撤,remove,chè,chè
1919,RSH2-L22,硫,sulfur,liú,liú
1920,RSH2-L22,琉,glaze,liú,liú
1921,RSH2-L22,疏,sparse,shū,shū
1922,RSH2-L22,蔬,veggies,shū,shū
1923,RSH2-L22,勾,cross out,gōu,gōu|gòu
1924,RSH2-L22,沟,ditch,gōu,gōu
1925,RSH2-L22,钩,hook,gōu,gōu
1926,RSH2-L23,崩,crumble,bēng,bēng
1927,RSH2-L23,岩,rock,yán,yán
1928,RSH2-L23,峭,precipitous,qiào,qiào
1929,RSH2-L23,崎,rugged,qí,qí
1930,RSH2-L23,崖,cliff,yá,yá
1931,RSH2-L23,灿,brilliant,càn,càn
1932,RSH2-L23,炭,charcoal,tàn,tàn
1933,RSH2-L23,碳,carbon,tàn,tàn
1934,RSH2-L23,岂,(rhetorical question),qǐ,qǐ
1935,RSH2-L23,凯,triumphant,kǎi,kǎi
1936,RSH2-L23,峡,gorge,xiá,xiá
1937,RSH2-L23,崔,Cui,cuī,cuī
1938,RSH2-L23,摧,wreck,cuī,cuī
1939,RSH2-L23,逆,go against,nì,nì
1940,RSH2-L23,溯,go upstream,sù,sù
1941,RSH2-L23,塑,plastic,sù,sù
1942,RSH2-L23,盼,await hopefully,pàn,pàn
1943,RSH2-L23,颁,promulgate,bān,bān
1944,RSH2-L23,芬,essence,fēn,fēn
1945,RSH2-L23,扮,play the part of,bàn,bàn
1946,RSH2-L23,岔,diverge,chà,chà
1947,RSH2-L23,颂,extol,sòng,sòng
1948,RSH2-L23,讼,litigate,sòng,sòng
1949,RSH2-L23,滚,trundle,gǔn,gǔn
1950,RSH2-L23,翁,elderly man,wēng,wēng
1951,RSH2-L23,嗡,buzzing,wēng,wēng
1952,RSH2-L23,裕,abundant,yù,yù
1953,RSH2-L23,榕,banyan,róng,róng
1954,RSH2-L23,熔,fuse,róng,róng
1955,RSH2-L24,裳,raiment,shang,shang|cháng
1956,RSH2-L24,掌,palm of the hand,zhǎng,zhǎng
1957,RSH2-L24,撑,prop up,chēng,chēng
1958,RSH2-L24,膛,chest,táng,táng
1959,RSH2-L24,颇,quite,pō,pō
1960,RSH2-L24,坡,slope,pō,pō
1961,RSH2-L24,披,drape over the shoulders,pī,pī
1962,RSH2-L24,菠,spinach,bō,bō
1963,RSH2-L24,歼,annihilate,jiān,jiān
1964,RSH2-L24,殖,breed,zhí,zhí|shi
1965,RSH2-L24,殊,dissimilar,shū,shū
1966,RSH2-L24,残,incomplete,cán,cán
1967,RSH2-L24,咧,grin,liě,lie|liē|liě
1968,RSH2-L24,裂,crack,liè,liè|liě
1969,RSH2-L24,毙,die a violent death,bì,bì
1970,RSH2-L24,耿,dedicated,gěng,gěng
1971,RSH2-L24,辑,edit,jí,jí
1972,RSH2-L24,耻,shame,chǐ,chǐ
1973,RSH2-L24,摄,take a photo,shè,shè
1974,RSH2-L24,聪,smart,cōng,cōng
1975,RSH2-L24,娶,take a wife,qǔ,qǔ
1976,RSH2-L24,蔓,creeping vine,wàn,màn|mán|wàn
1977,RSH2-L24,肤,skin,fū,fū
1978,RSH2-L24,扶,lend a hand,fú,fú
1979,RSH2-L24,潜,submerge,qián,qián
1980,RSH2-L24,卧,for sleeping,wò,wò
1981,RSH2-L24,藏,hide,cáng,cáng|Zàng|zàng
1982,RSH2-L24,熙,splendid,xī,xī
1983,RSH2-L24,勋,merit,xūn,xūn
1984,RSH2-L24,劣,inferior,liè,liè
1985,RSH2-L24,募,recruit,mù,mù
1986,RSH2-L24,劝,advise,quàn,quàn
1987,RSH2-L24,劫,plunder,jié,jié
1988,RSH2-L24,抛,toss,pāo,pāo
1989,RSH2-L24,胁,threaten,xié,xié
1990,RSH2-L24,怒,anger,nù,nù
1991,RSH2-L24,茄,eggplant,qié,jiā|qié
1992,RSH2-L24,彻,thorough,chè,chè
1993,RSH2-L24,征,solicit,zhēng,zhēng|zhǐ
1994,RSH2-L24,惩,chasten,chéng,chéng
1995,RSH2-L24,徒,follower,tú,tú
1996,RSH2-L24,徊,undecided,huái,huái|huí
1997,RSH2-L24,役,service,yì,yì
1998,RSH2-L24,循,comply with,xún,xún
1999,RSH2-L24,彼,the other,bǐ,bǐ
2000,RSH2-L24,衍,develop,yǎn,yǎn
2001,RSH2-L24,衡,weight,héng,héng
2002,RSH2-L24,衔,title,xián,xián
2003,RSH2-L25,秃,bald,tū,tū
2004,RSH2-L25,颓,decrepit,tuí,tuí
2005,RSH2-L25,秒,seconds,miǎo,miǎo
2006,RSH2-L25,稍,a little,shāo,shāo|shào
2007,RSH2-L25,稣,rise again,sū,sū
2008,RSH2-L25,稿,draft,gǎo,gǎo
2009,RSH2-L25,稠,dense,chóu,chóu
2010,RSH2-L25,颖,clever,yǐng,yǐng
2011,RSH2-L25,稼,crops,jià,jià
2012,RSH2-L25,税,tax,shuì,shuì
2013,RSH2-L25,稚,immature,zhì,zhì
2014,RSH2-L25,菌,fungus,jùn,jūn|jùn
2015,RSH2-L25,穗,ear of grain,suì,suì
2016,RSH2-L25,秘,confidential,mì,mì|bì
2017,RSH2-L25,私,private,sī,sī
2018,RSH2-L25,秩,order,zhì,zhì
2019,RSH2-L25,锹,shovel,qiāo,qiāo
2020,RSH2-L25,梨,pear,lí,lí
2021,RSH2-L25,犁,plow,lí,lí
2022,RSH2-L25,萎,wilt,wěi,wēi|wěi
2023,RSH2-L25,黏,sticky,nián,nián
2024,RSH2-L25,黎,host,lí,lí
2025,RSH2-L25,膝,knees,xī,xī
2026,RSH2-L25,漆,wall paint,qī,qī
2027,RSH2-L25,锈,rust,xiù,xiù
2028,RSH2-L25,眯,squint,mī,mī|mí
2029,RSH2-L25,糊,batter,hù,hú|hū|hù
2030,RSH2-L25,粘,glue,zhān,zhān|nián
2031,RSH2-L25,奥,of great depth,ào,ào
2032,RSH2-L25,澳,deep inlet,ào,ào
2033,RSH2-L25,懊,remorseful,ào,ào
2034,RSH2-L25,菊,chrysanthemum,jú,jú
2035,RSH2-L25,渊,abyss,yuān,yuān
2036,RSH2-L25,粱,fine millet,liáng,liáng
2037,RSH2-L25,梁,roof beam,liáng,liáng
2038,RSH2-L25,糙,rough,cāo,cāo
2039,RSH2-L25,粒,grain,lì,lì
2040,RSH2-L25,糕,cake,gāo,gāo
2041,RSH2-L25,蔽,shelter,bì,bì
2042,RSH2-L25,憋,suppress,biē,biē
2043,RSH2-L25,撇,cast aside,piē,piē|piě
2044,RSH2-L25,弊,fraud,bì,bì
2045,RSH2-L25,莱,lambsquarters,lái,lái
2046,RSH2-L25,搂,cuddle,lǒu,lǒu|lōu
2047,RSH2-L25,筑,construct,zhù,zhù
2048,RSH2-L25,箩,bamboo basket,luó,luó
2049,RSH2-L25,笨,stupid,bèn,bèn
2050,RSH2-L25,筒,tube,tǒng,tǒng
2051,RSH2-L25,箭,arrow,jiàn,jiàn
2052,RSH2-L25,筛,sift,shāi,shāi
2053,RSH2-L25,筋,tendon,jīn,jīn
2054,RSH2-L26,伍,V,wǔ,wǔ
2055,RSH2-L26,仇,animosity,chóu,chóu|qiú
2056,RSH2-L26,倡,start,chàng,chàng|chāng
2057,RSH2-L26,伯,father's older brother,bó,bǎi|bó
2058,RSH2-L26,仲,mid-,zhòng,zhòng
2059,RSH2-L26,仆,servant,pú,pú
2060,RSH2-L26,估,estimate,gū,gū|gù
2061,RSH2-L26,侦,detect,zhēn,zhēn
2062,RSH2-L26,俱,altogether,jù,jù
2063,RSH2-L26,佑,bless,yòu,yòu
2064,RSH2-L26,佐,assistant,zuǒ,zuǒ
2065,RSH2-L26,侧,lateral,cè,cè|zhāi
2066,RSH2-L26,亿,one hundred million,yì,yì
2067,RSH2-L26,仔,meticulous,zǐ,zǎi|zǐ|zī
2068,RSH2-L26,倚,count on,yǐ,yǐ
2069,RSH2-L26,俏,comely,qiào,qiào
2070,RSH2-L26,佳,superb,jiā,jiā
2071,RSH2-L26,侍,serve,shì,shì
2072,RSH2-L26,伙,mate,huǒ,huǒ
2073,RSH2-L26,倘,if,tǎng,tǎng
2074,RSH2-L26,宿,stay overnight,sù,xiǔ|sù|xiù
2075,RSH2-L26,伏,bend over,fú,fú
2076,RSH2-L26,袱,wrapping cloth,fú,fú
2077,RSH2-L26,偷,steal,tōu,tōu
2078,RSH2-L26,偿,repay,cháng,cháng
2079,RSH2-L26,伐,fell,fá,fá
2080,RSH2-L26,佩,wear at the waist,pèi,pèi
2081,RSH2-L26,侨,live abroad,qiáo,qiáo
2082,RSH2-L26,倾,incline,qīng,qīng
2083,RSH2-L26,伦,human relationships,lún,lún
2084,RSH2-L26,侮,insult,wǔ,wǔ
2085,RSH2-L26,倍,times,bèi,bèi
2086,RSH2-L26,仿,mimic,fǎng,fǎng
2087,RSH2-L26,傲,haughty,ào,ào
2088,RSH2-L26,僧,Buddhist monk,sēng,sēng
2089,RSH2-L26,囚,prisoner,qiú,qiú
2090,RSH2-L26,悠,without haste,yōu,yōu
2091,RSH2-L26,侄,nephew,zhí,zhí
2092,RSH2-L26,仙,immortal,xiān,xiān
2093,RSH2-L26,傍,close to,bàng,bàng
2094,RSH2-L26,催,prod,cuī,cuī
2095,RSH2-L26,俗,custom,sú,sú
2096,RSH2-L26,侠,chivalrous person,xiá,xiá
2097,RSH2-L26,俄,Russia,é,é
2098,RSH2-L26,聚,assemble,jù,jù
2099,RSH2-L26,符,symbol,fú,fú
2100,RSH2-L26,贷,loan,dài,dài
2101,RSH2-L26,荷,Holland,hé,hé|hè
2102,RSH2-L26,杖,cane,zhàng,zhàng
2103,RSH2-L26,仗,battle,zhàng,zhàng
2104,RSH2-L26,丛,thicket,cóng,cóng
2105,RSH2-L26,耸,shrug,sǒng,sǒng
2106,RSH2-L26,挫,frustrate,cuò,cuò
2107,RSH2-L26,诬,charge falsely,wū,wū
2108,RSH2-L26,葛,kudzu,gé,gé|Gě
2109,RSH2-L26,褐,brown,hè,hè
2110,RSH2-L26,竭,use up,jié,jié
2111,RSH2-L26,歇,take a rest,xiē,xiē
2112,RSH2-L26,揭,reveal,jiē,jiē
2113,RSH2-L27,淫,promiscuous,yín,yín
2114,RSH2-L27,凭,proof,píng,píng
2115,RSH2-L27,挺,erect,tǐng,tǐng
2116,RSH2-L27,赎,redeem,shú,shú
2117,RSH2-L27,瓦,tile,wǎ,wǎ|wā|wà
2118,RSH2-L27,瓷,porcelain,cí,cí
2119,RSH2-L27,拟,simulate,nǐ,nǐ
2120,RSH2-L27,瓶,bottle,píng,píng
2121,RSH2-L27,宫,palace,gōng,gōng
2122,RSH2-L27,铝,aluminum,lǚ,lǚ
2123,RSH2-L27,萤,firefly,yíng,yíng
2124,RSH2-L27,莹,lustrous,yíng,yíng|yīng
2125,RSH2-L27,蒙,Mongolia,Měng,méng|mēng|Měng
2126,RSH2-L27,朦,dim,méng,méng
2127,RSH2-L27,捞,scoop up,lāo,lāo
2128,RSH2-L28,旋,whirl,xuàn,xuán|xuàn
2129,RSH2-L28,吻,kiss,wěn,wěn
2130,RSH2-L28,匆,hurriedly,cōng,cōng
2131,RSH2-L28,葱,onion,cōng,cōng
2132,RSH2-L28,锡,tin,xī,xī
2133,RSH2-L28,惕,watchful,tì,tì
2134,RSH2-L28,卢,Louvre,lú,lú
2135,RSH2-L28,屉,drawer,tì,tì
2136,RSH2-L28,屑,bits,xiè,xiè
2137,RSH2-L28,尿,urine,niào,niào|suī
2138,RSH2-L28,犀,rhinoceros,xī,xī
2139,RSH2-L28,迟,tardy,chí,chí|zhì
2140,RSH2-L28,刷,brush,shuā,shuā|shuà
2141,RSH2-L28,漏,leak,lòu,lòu
2142,RSH2-L28,屁,fart,pì,pì
2143,RSH2-L28,屈,knuckle under,qū,qū
2144,RSH2-L28,掘,excavate,jué,jué
2145,RSH2-L28,履,footwear,lǚ,lǚ
2146,RSH2-L28,屎,excrement,shǐ,shǐ
2147,RSH2-L28,屡,time and again,lǚ,lǚ
2148,RSH2-L28,屏,folding screen,píng,bǐng|píng|bīng
2149,RSH2-L28,眉,eyebrows,méi,méi
2150,RSH2-L28,媚,flatter,mèi,mèi
2151,RSH2-L28,昼,daylight,zhòu,zhòu
2152,RSH2-L28,启,enlighten,qǐ,qǐ
2153,RSH2-L28,肩,shoulder,jiān,jiān
2154,RSH2-L28,妒,jealous of,dù,dù
2155,RSH2-L28,炉,stove,lú,lú
2156,RSH2-L28,芦,reeds,lú,lú
2157,RSH2-L28,扇,fan,shàn,shàn|shān
2158,RSH2-L29,奈,can't help but,nài,nài
2159,RSH2-L29,款,funds,kuǎn,kuǎn
2160,RSH2-L29,凛,chilly,lǐn,lǐn
2161,RSH2-L29,祟,evil spirit,suì,suì
2162,RSH2-L29,祝,wish well,zhù,zhù
2163,RSH2-L29,祥,propitious,xiáng,xiáng
2164,RSH2-L29,蔚,luxuriant,wèi,wèi
2165,RSH2-L29,慰,console,wèi,wèi
2166,RSH2-L29,蒜,garlic,suàn,suàn
2167,RSH2-L29,棕,palm tree,zōng,zōng
2168,RSH2-L29,宙,universe,zhòu,zhòu
2169,RSH2-L29,轴,axle,zhóu,zhóu|zhòu
